index,title,document_id,modified_time,web_view_link,filename,status,error
69,【艾爾登法環黑夜君臨】新手,1VF6W4V3xZNMSVs5xjRpl19P57O4eWQmvC5gPvSEOlfs,2025-06-06T06:53:11.067Z,https://docs.google.com/document/d/1VF6W4V3xZNMSVs5xjRpl19P57O4eWQmvC5gPvSEOlfs/edit?usp=drivesdk,0069 - 【艾爾登法環黑夜君臨】新手.docx,ok,
70,【英雄傳說 卡卡布三部曲】,1y5XzIPH5Jp9oM2HniSCtvn1ggjl7pu0JeRjydgVYd5Y,2025-05-20T05:15:37.504Z,https://docs.google.com/document/d/1y5XzIPH5Jp9oM2HniSCtvn1ggjl7pu0JeRjydgVYd5Y/edit?usp=drivesdk,0070 - 【英雄傳說 卡卡布三部曲】.docx,ok,
71,【光與影33號遠征隊】全遊戲最強的TOP10符紋,1e3Dp4BhJab_--QIjC_yWnA1arA4TUPaqNnQyWYrbLnQ,2025-05-09T05:38:56.684Z,https://docs.google.com/document/d/1e3Dp4BhJab_--QIjC_yWnA1arA4TUPaqNnQyWYrbLnQ/edit?usp=drivesdk,0071 - 【光與影33號遠征隊】全遊戲最強的TOP10符紋.docx,ok,
72,【光與影33號遠征隊】前期就能成形的畢業流派 自殺單幹流,1c87zbhxmTeNALr7zz42RErY0flHp0-qJx4QX0hzyMMQ,2025-05-03T21:15:19.968Z,https://docs.google.com/document/d/1c87zbhxmTeNALr7zz42RErY0flHp0-qJx4QX0hzyMMQ/edit?usp=drivesdk,0072 - 【光與影33號遠征隊】前期就能成形的畢業流派 自殺單幹流.docx,ok,
73,【光與影：33 號遠征隊】新手10大,1UlCPvn68-YvPAjAo1ugUHgXKX0BFPodVCF21bs-EtwI,2025-04-28T13:19:52.630Z,https://docs.google.com/document/d/1UlCPvn68-YvPAjAo1ugUHgXKX0BFPodVCF21bs-EtwI/edit?usp=drivesdk,0073 - 【光與影：33 號遠征隊】新手10大.docx,ok,
74,【魔物獵人荒野】花舞,1unNEPIvPWdvlLKMT8NmpYvWrNB0MBDWSVKvgpMbZD-M,2025-04-24T18:48:37.361Z,https://docs.google.com/document/d/1unNEPIvPWdvlLKMT8NmpYvWrNB0MBDWSVKvgpMbZD-M/edit?usp=drivesdk,0074 - 【魔物獵人荒野】花舞.docx,ok,
75,【火炬之光 無限】,1uengcc_1d7WPCngEhmaO54QMvyEKaHq4r-fOv0DL1MU,2025-04-24T10:58:43.096Z,https://docs.google.com/document/d/1uengcc_1d7WPCngEhmaO54QMvyEKaHq4r-fOv0DL1MU/edit?usp=drivesdk,0075 - 【火炬之光 無限】.docx,ok,
76,【第一狂戰士 卡贊】破關心得,1Zy8ypamECUx5Hy11rmG92MSsBy6PGzk09z2eO-wlwUo,2025-04-24T03:32:34.268Z,https://docs.google.com/document/d/1Zy8ypamECUx5Hy11rmG92MSsBy6PGzk09z2eO-wlwUo/edit?usp=drivesdk,0076 - 【第一狂戰士 卡贊】破關心得.docx,ok,
77,【魔物獵人荒野】「鎧玉」最新最速刷取攻略,11qX_LhED9dOlFBlynomvp26whC3hGXZeqxEqdb6Rs-8,2025-04-15T21:27:45.930Z,https://docs.google.com/document/d/11qX_LhED9dOlFBlynomvp26whC3hGXZeqxEqdb6Rs-8/edit?usp=drivesdk,0077 - 【魔物獵人荒野】「鎧玉」最新最速刷取攻略.docx,ok,
78,【魔物獵人荒野】速刷100張高級餐卷，從今以後貓飯自由!,1ncrN5jrLvzGRsYIlyi6AtCZnrFMQ4-ywjuoerNJ85LA,2025-04-11T19:30:52.477Z,https://docs.google.com/document/d/1ncrN5jrLvzGRsYIlyi6AtCZnrFMQ4-ywjuoerNJ85LA/edit?usp=drivesdk,0078 - 【魔物獵人荒野】速刷100張高級餐卷，從今以後貓飯自由!.docx,ok,
79,【魔物獵人荒野】白熾龍攻略,1i2D9ME8m_EJZXFKNip2Y597N93e-CwRTpxxvnWtPFm0,2025-04-06T16:52:23.257Z,https://docs.google.com/document/d/1i2D9ME8m_EJZXFKNip2Y597N93e-CwRTpxxvnWtPFm0/edit?usp=drivesdk,0079 - 【魔物獵人荒野】白熾龍攻略.docx,ok,
80,【魔物獵人荒野】銃槍大翻身,1pkv78hVqLTSaIDR-UTGztU4vVrQXt2XHQEi08AuXkvU,2025-04-06T10:17:06.826Z,https://docs.google.com/document/d/1pkv78hVqLTSaIDR-UTGztU4vVrQXt2XHQEi08AuXkvU/edit?usp=drivesdk,0080 - 【魔物獵人荒野】銃槍大翻身.docx,ok,
81,【懶人包】SWITCH2前言,1qpTphtFiPpIb_Ws5pyClwUFTsNdbBYtomhwwsPuWWko,2025-04-03T00:45:11.265Z,https://docs.google.com/document/d/1qpTphtFiPpIb_Ws5pyClwUFTsNdbBYtomhwwsPuWWko/edit?usp=drivesdk,0081 - 【懶人包】SWITCH2前言.docx,ok,
82,【超詳細】速刷餘音斷片、製作999品質的道具前言,1ms_2fyMcr33J3aGl_xe344ZMc6saY6IdXyOYEcwipLo,2025-03-31T15:45:56.325Z,https://docs.google.com/document/d/1ms_2fyMcr33J3aGl_xe344ZMc6saY6IdXyOYEcwipLo/edit?usp=drivesdk,0082 - 【超詳細】速刷餘音斷片、製作999品質的道具前言.docx,ok,
83,【懶人必看】全武器通用的 5 套畢業防具配裝 👚 再也不用煩惱防具和珠子了,1vBThlx60mw6MDCW0brgMItBNqrlySLH91ifpkh-VdQQ,2025-03-22T16:30:58.776Z,https://docs.google.com/document/d/1vBThlx60mw6MDCW0brgMItBNqrlySLH91ifpkh-VdQQ/edit?usp=drivesdk,0083 - 【懶人必看】全武器通用的 5 套畢業防具配裝 👚 再也不用煩惱防具和珠子了.docx,ok,
84,【魔物獵人荒野】片手劍 最輪椅，零基礎,1sBqcUxM4wpZLjRNQWmcMtA_udK6k2u2uMtlQFUbwUWc,2025-03-21T13:49:52.083Z,https://docs.google.com/document/d/1sBqcUxM4wpZLjRNQWmcMtA_udK6k2u2uMtlQFUbwUWc/edit?usp=drivesdk,0084 - 【魔物獵人荒野】片手劍 最輪椅，零基礎.docx,ok,
85,【魔物獵人荒野】副武器,1UMNCFzfGWXug_BXUEuqQKy6kF2dpEqy1ZARSs8VT8Hc,2025-03-18T15:23:08.582Z,https://docs.google.com/document/d/1UMNCFzfGWXug_BXUEuqQKy6kF2dpEqy1ZARSs8VT8Hc/edit?usp=drivesdk,0085 - 【魔物獵人荒野】副武器.docx,ok,
86,【優米雅的鍊金工房】買之前 10件 你需要知道的事情❤️鍊金工房全新香香系列作,1tPITZGD6971uTBG2hiss70Z999WCoBLy12dfDKztmOY,2025-03-17T13:47:46.565Z,https://docs.google.com/document/d/1tPITZGD6971uTBG2hiss70Z999WCoBLy12dfDKztmOY/edit?usp=drivesdk,0086 - 【優米雅的鍊金工房】買之前 10件 你需要知道的事情❤️鍊金工房全新香香系列作.docx,ok,
87,【魔物獵人荒野】不死牛魔套,11bAICyIudngP-YJf8y6H2Y8plozWUSLlDiqQQrCrQGg,2025-03-17T09:41:03.751Z,https://docs.google.com/document/d/11bAICyIudngP-YJf8y6H2Y8plozWUSLlDiqQQrCrQGg/edit?usp=drivesdk,0087 - 【魔物獵人荒野】不死牛魔套.docx,ok,
88,【優米雅的鍊金工房】買之前 10件 你需要知道的事情❤️鍊金工房全新香香系列作!,114GkKX29hZ1LGcnrk0bMCb-rHBZKWL6cgpwL8WDY6Wo,2025-03-17T06:57:51.983Z,https://docs.google.com/document/d/114GkKX29hZ1LGcnrk0bMCb-rHBZKWL6cgpwL8WDY6Wo/edit?usp=drivesdk,0088 - 【優米雅的鍊金工房】買之前 10件 你需要知道的事情❤️鍊金工房全新香香系列作!.docx,ok,
89,【優米雅的鍊金工房】新手開局必看攻略 📖 學會這 10 個實用技巧 ，前期開荒沒煩惱,1zKnuQbYgVEvI7GpRL-COhn9jpZoEfWph9WXhzTLNBh0,2025-03-16T05:58:19.942Z,https://docs.google.com/document/d/1zKnuQbYgVEvI7GpRL-COhn9jpZoEfWph9WXhzTLNBh0/edit?usp=drivesdk,0089 - 【優米雅的鍊金工房】新手開局必看攻略 📖 學會這 10 個實用技巧 ，前期開荒沒煩惱.docx,ok,
90,【魔物獵人荒野】細節,1gaGAExfiVevLRw4Mx14SgpCLj1lynQLq1PcoiMiyUVA,2025-03-13T01:48:33.796Z,https://docs.google.com/document/d/1gaGAExfiVevLRw4Mx14SgpCLj1lynQLq1PcoiMiyUVA/edit?usp=drivesdk,0090 - 【魔物獵人荒野】細節.docx,ok,
91,【靈獸江湖】評測,11faEyfLT0U5jGLKy-ZfJz7pkEP3X9-mBaJBBEBgCXqw,2025-03-13T01:08:29.564Z,https://docs.google.com/document/d/11faEyfLT0U5jGLKy-ZfJz7pkEP3X9-mBaJBBEBgCXqw/edit?usp=drivesdk,0091 - 【靈獸江湖】評測.docx,ok,
92,【33號遠征隊】戰,1WaAahvEkTh1alTvdG67VzmbgvomTs3NSTEnw85eex4s,2025-03-12T03:36:12.857Z,https://docs.google.com/document/d/1WaAahvEkTh1alTvdG67VzmbgvomTs3NSTEnw85eex4s/edit?usp=drivesdk,0092 - 【33號遠征隊】戰.docx,ok,
93,【魔物獵人荒野】原來大劍畢業武器藏在這裡,1uGwy-JMhAieb5O6yxMvUMV07lH-hGjDG9kPlnGc6rqM,2025-03-11T01:59:02.627Z,https://docs.google.com/document/d/1uGwy-JMhAieb5O6yxMvUMV07lH-hGjDG9kPlnGc6rqM/edit?usp=drivesdk,0093 - 【魔物獵人荒野】原來大劍畢業武器藏在這裡.docx,ok,
94,【FragPunk】新手必看,12eg61cppr8Kfc_3UMn4SYahYCwO81GK4Ttisj3ncbaA,2025-03-10T12:19:10.486Z,https://docs.google.com/document/d/12eg61cppr8Kfc_3UMn4SYahYCwO81GK4Ttisj3ncbaA/edit?usp=drivesdk,0094 - 【FragPunk】新手必看.docx,ok,
95,【魔物獵人荒野】釣魚全圖鑑,16d6v6v_4hZpKlKnw7nllOMt8qRsfkaS_r8vfYcdE5Ak,2025-03-09T00:50:34.167Z,https://docs.google.com/document/d/16d6v6v_4hZpKlKnw7nllOMt8qRsfkaS_r8vfYcdE5Ak/edit?usp=drivesdk,0095 - 【魔物獵人荒野】釣魚全圖鑑.docx,ok,
96,【魔物獵人荒野】弓畢業配裝,1Rsz5SzKuW4RubQWBASq-RgVx7b6P83quKxZhGFFO2Ss,2025-03-08T21:28:51.645Z,https://docs.google.com/document/d/1Rsz5SzKuW4RubQWBASq-RgVx7b6P83quKxZhGFFO2Ss/edit?usp=drivesdk,0096 - 【魔物獵人荒野】弓畢業配裝.docx,ok,
97,【魔物獵人荒野】如何打造最強機械武器,1dgf3-UoOy7DffRkEoV0_Ff7vQ3zBrWlowWDHlNqwhc4,2025-03-07T06:30:21.735Z,https://docs.google.com/document/d/1dgf3-UoOy7DffRkEoV0_Ff7vQ3zBrWlowWDHlNqwhc4/edit?usp=drivesdk,0097 - 【魔物獵人荒野】如何打造最強機械武器.docx,ok,
98,【魔物獵人荒野】無限刷寶珠、刷機械武器,18g62j6mWf2Dvq9yshY95CQXZF8F3-l-16oPEDpNMBR0,2025-03-04T12:13:10.981Z,https://docs.google.com/document/d/18g62j6mWf2Dvq9yshY95CQXZF8F3-l-16oPEDpNMBR0/edit?usp=drivesdk,0098 - 【魔物獵人荒野】無限刷寶珠、刷機械武器.docx,ok,
99,【魔物獵人荒野】無限刷指定素材的超簡單方法,12n1TgMwTm5EkkW6_eIwwb1Sm9lLPiAiYW4PcWMtvi00,2025-03-03T18:10:38.209Z,https://docs.google.com/document/d/12n1TgMwTm5EkkW6_eIwwb1Sm9lLPiAiYW4PcWMtvi00/edit?usp=drivesdk,0099 - 【魔物獵人荒野】無限刷指定素材的超簡單方法.docx,ok,
100,【魔物獵人荒野】新手開局必看攻略 📖 學會這 10 個實用技巧 ，前期開荒沒煩惱,1QJ_UT4IVi5mvugS6uEqWCP4kIG2qBYzw5Si0oai3aWA,2025-03-02T02:29:04.692Z,https://docs.google.com/document/d/1QJ_UT4IVi5mvugS6uEqWCP4kIG2qBYzw5Si0oai3aWA/edit?usp=drivesdk,0100 - 【魔物獵人荒野】新手開局必看攻略 📖 學會這 10 個實用技巧 ，前期開荒沒煩惱.docx,ok,
101,【Mecha Break】X 玫玫物語合作文稿,1-KNkju1qJ65_fufwiSlXPVCmLUJVfla5cCB-F1d7b-I,2025-02-24T23:42:24.406Z,https://docs.google.com/document/d/1-KNkju1qJ65_fufwiSlXPVCmLUJVfla5cCB-F1d7b-I/edit?usp=drivesdk,0101 - 【Mecha Break】X 玫玫物語合作文稿.docx,ok,
102,【Mecha Break】機甲,1VnqGsYeoPfOEfoeE2q5Qj9FF9qCxBHszmVN1aUnAzXQ,2025-02-23T22:09:52.967Z,https://docs.google.com/document/d/1VnqGsYeoPfOEfoeE2q5Qj9FF9qCxBHszmVN1aUnAzXQ/edit?usp=drivesdk,0102 - 【Mecha Break】機甲.docx,ok,
103,【人中之龍8外傳】刷錢,1aDPB_TLbnDwKlcjgvb2g4izgB2ay_wg_PW9sAbAP8kU,2025-02-18T19:39:37.603Z,https://docs.google.com/document/d/1aDPB_TLbnDwKlcjgvb2g4izgB2ay_wg_PW9sAbAP8kU/edit?usp=drivesdk,0103 - 【人中之龍8外傳】刷錢.docx,ok,
104,【人中之龍8外傳】破關心得,1_9VktGhI626jn26N_OxwtmMpDfViP_ox4OlF0CMthjI,2025-02-18T00:52:56.686Z,https://docs.google.com/document/d/1_9VktGhI626jn26N_OxwtmMpDfViP_ox4OlF0CMthjI/edit?usp=drivesdk,0104 - 【人中之龍8外傳】破關心得.docx,ok,
105,【魔物獵人荒野】雙刀,11wpn-N_rETSJ-KRaVi1XjSggN4Y0Y0e8cth5WOzoNJI,2025-02-10T11:42:03.754Z,https://docs.google.com/document/d/11wpn-N_rETSJ-KRaVi1XjSggN4Y0Y0e8cth5WOzoNJI/edit?usp=drivesdk,0105 - 【魔物獵人荒野】雙刀.docx,ok,
106,【魔物獵人荒野】大劍,1CapZGMzXnCLqWz8RCMiTVILUCOolcolRvlzJW75Ue_E,2025-02-09T20:03:47.485Z,https://docs.google.com/document/d/1CapZGMzXnCLqWz8RCMiTVILUCOolcolRvlzJW75Ue_E/edit?usp=drivesdk,0106 - 【魔物獵人荒野】大劍.docx,ok,
107,【魔物獵人荒野】簡單暴力,1ExPwWNTS7HpO5rgZyZrOF-8u7zcOfCWnw7dxYIubOX0,2025-02-08T15:50:43.117Z,https://docs.google.com/document/d/1ExPwWNTS7HpO5rgZyZrOF-8u7zcOfCWnw7dxYIubOX0/edit?usp=drivesdk,0107 - 【魔物獵人荒野】簡單暴力.docx,ok,
108,【魔物獵人】二次公測前必看,19YG_XjFyeYTDYqlJeXG6FzAgBx479OMjGYkpB8tlavc,2025-02-05T19:53:32.379Z,https://docs.google.com/document/d/19YG_XjFyeYTDYqlJeXG6FzAgBx479OMjGYkpB8tlavc/edit?usp=drivesdk,0108 - 【魔物獵人】二次公測前必看.docx,ok,
109,【三國無雙起源】最強武器排名TOP5🏆哪一種才是最好用的武器? 第一名的連招可以打的敵人無法還手!,1QxOPMHyRBScnKIwTSn2Ar2T7uSjYInHLjmF-e5tYGvE,2025-01-20T15:04:06.162Z,https://docs.google.com/document/d/1QxOPMHyRBScnKIwTSn2Ar2T7uSjYInHLjmF-e5tYGvE/edit?usp=drivesdk,0109 - 【三國無雙起源】最強武器排名TOP5🏆哪一種才是最好用的武器_ 第一名的連招可以打的敵人無法還手!.docx,ok,
110,【三國無雙起源】赤兔馬最簡單最無腦的逃課獲取方法，輕鬆無傷打敗最高難度呂布，不用操作有手就可以,1UZdY2Pklh909QwXf87UyJfVqwlATfsnQmmwWYewj9aU,2025-01-20T12:36:30.401Z,https://docs.google.com/document/d/1UZdY2Pklh909QwXf87UyJfVqwlATfsnQmmwWYewj9aU/edit?usp=drivesdk,0110 - 【三國無雙起源】赤兔馬最簡單最無腦的逃課獲取方法，輕鬆無傷打敗最高難度呂布，不用操作有手就可以.docx,ok,
111,【三國無雙起源】藏超深,1Jjkc_725NfEMxQzBkkIy9UeEc_RR-P0ez10Ou_YoTyc,2025-01-19T16:34:01.175Z,https://docs.google.com/document/d/1Jjkc_725NfEMxQzBkkIy9UeEc_RR-P0ez10Ou_YoTyc/edit?usp=drivesdk,0111 - 【三國無雙起源】藏超深.docx,ok,
112,【三國無雙起源】全種類畢業武器獲得方法，解鎖最強隱藏武器方天戟「滅鸞」! ,17Bw1VlFAUGeYWLN_Yvb_FY2dGh-nYKjBqG1jOGQIPl0,2025-01-19T08:08:16.003Z,https://docs.google.com/document/d/17Bw1VlFAUGeYWLN_Yvb_FY2dGh-nYKjBqG1jOGQIPl0/edit?usp=drivesdk,0112 - 【三國無雙起源】全種類畢業武器獲得方法，解鎖最強隱藏武器方天戟「滅鸞」!.docx,ok,
113,【三國無雙起源】新手開局必看攻略 📘 學會這10個實用技巧 ，前期開荒沒煩惱,1qB_s2tdMTew98tPJUaPTIUu_V5VWIyWSuULW1T3TSoI,2025-01-16T19:18:00.614Z,https://docs.google.com/document/d/1qB_s2tdMTew98tPJUaPTIUu_V5VWIyWSuULW1T3TSoI/edit?usp=drivesdk,0113 - 【三國無雙起源】新手開局必看攻略 📘 學會這10個實用技巧 ，前期開荒沒煩惱.docx,ok,
114,【寶可夢卡牌】 TOP5 A1補充包新牌組😋,1G8KVEtOpt-CCCx1rUAgZTMQtKrU63lc3GikEJ_2UZ6A,2024-12-27T08:08:21.941Z,https://docs.google.com/document/d/1G8KVEtOpt-CCCx1rUAgZTMQtKrU63lc3GikEJ_2UZ6A/edit?usp=drivesdk,0114 - 【寶可夢卡牌】 TOP5 A1補充包新牌組😋.docx,error,HTTP Error 403: Forbidden
115,【黑神話悟空】新無敵不死流，超無腦簡單，怕痛的猴把防禦力點滿就對了,1xX3N1clVgq_vbBByUGcXfrqPRNXHO0sYGTUPYIWi8jg,2024-12-21T01:32:07.650Z,https://docs.google.com/document/d/1xX3N1clVgq_vbBByUGcXfrqPRNXHO0sYGTUPYIWi8jg/edit?usp=drivesdk,0115 - 【黑神話悟空】新無敵不死流，超無腦簡單，怕痛的猴把防禦力點滿就對了.docx,ok,
116,【黑神話悟空】大更新,1uBLAjhCRD1B6NNUcm9RgcBRfZFIJUwnAPX61yWXtK0Q,2024-12-16T01:29:57.821Z,https://docs.google.com/document/d/1uBLAjhCRD1B6NNUcm9RgcBRfZFIJUwnAPX61yWXtK0Q/edit?usp=drivesdk,0116 - 【黑神話悟空】大更新.docx,ok,
117,【真三國無雙】神作確定,1JIcQ3S5NewIZhELBc3HFwyxDEB1Hmu3UZcbKKpIy1YA,2024-12-07T16:45:25.830Z,https://docs.google.com/document/d/1JIcQ3S5NewIZhELBc3HFwyxDEB1Hmu3UZcbKKpIy1YA/edit?usp=drivesdk,0117 - 【真三國無雙】神作確定.docx,ok,
118,【寶可夢卡牌】 隱藏卡夢幻GET! 全圖鑑收集總共花了多少錢? 看完這片少走歪路《Pokémon TCG Pocket》,1zfJAnl78cn2gYdesdKfSWXqd8avjUH_FgvOX51vw4D4,2024-12-03T15:04:29.974Z,https://docs.google.com/document/d/1zfJAnl78cn2gYdesdKfSWXqd8avjUH_FgvOX51vw4D4/edit?usp=drivesdk,0118 - 【寶可夢卡牌】 隱藏卡夢幻GET! 全圖鑑收集總共花了多少錢_ 看完這片少走歪路《Pokémon TCG Pocket》.docx,ok,
119,【年度遊戲名單】一個DLC也可以做為年度遊戲? TGA臨時修改提名規則?,1ZPxNmZfa7zlfaOooCZW7HxiqDeENWdCvudV-BBAQuws,2024-11-19T01:34:43.608Z,https://docs.google.com/document/d/1ZPxNmZfa7zlfaOooCZW7HxiqDeENWdCvudV-BBAQuws/edit?usp=drivesdk,0119 - 【年度遊戲名單】一個DLC也可以做為年度遊戲_ TGA臨時修改提名規則_.docx,ok,
120,【寶可夢卡牌】 寶可夢機率《Pokémon TCG Pocket》,16e62PH-Sh3FuBrDRP6fwKizkg8eMQA3PADbjd2eFpi0,2024-11-14T14:04:31.490Z,https://docs.google.com/document/d/16e62PH-Sh3FuBrDRP6fwKizkg8eMQA3PADbjd2eFpi0/edit?usp=drivesdk,0120 - 【寶可夢卡牌】 寶可夢機率《Pokémon TCG Pocket》.docx,ok,
121,【寶可夢卡牌】 雷丘牌組， 《Pokémon TCG Pocket》,1Ga88suSpHnB5QbHTNpSjLbm6e0MjbWd7sq2R6qOn0eo,2024-11-13T10:26:25.510Z,https://docs.google.com/document/d/1Ga88suSpHnB5QbHTNpSjLbm6e0MjbWd7sq2R6qOn0eo/edit?usp=drivesdk,0121 - 【寶可夢卡牌】 雷丘牌組， 《Pokémon TCG Pocket》.docx,ok,
122,【寶可夢卡牌】 最新火爆猴快攻平民牌組，一張EX卡都不用放，皮卡丘的終極剋星,1zeODSjgWw-4socU9CEoSeVA5nyJBFUrV1XUusMGeDUI,2024-11-12T11:29:27.129Z,https://docs.google.com/document/d/1zeODSjgWw-4socU9CEoSeVA5nyJBFUrV1XUusMGeDUI/edit?usp=drivesdk,0122 - 【寶可夢卡牌】 最新火爆猴快攻平民牌組，一張EX卡都不用放，皮卡丘的終極剋星.docx,ok,
123,【勇者鬥惡龍】買前必看,17ItmsY11AdlDsw6dzc7l_AmYoTq-pv775elrjoIEvro,2024-11-09T13:15:21.669Z,https://docs.google.com/document/d/17ItmsY11AdlDsw6dzc7l_AmYoTq-pv775elrjoIEvro/edit?usp=drivesdk,0123 - 【勇者鬥惡龍】買前必看.docx,ok,
124,【寶可夢卡牌】 TOP5 版本最強的5套上分牌組,1PE9T-3m9QzwTucdCBfD6OkQgDskkeIN0oYIyf_lL-7Y,2024-11-07T07:26:32.201Z,https://docs.google.com/document/d/1PE9T-3m9QzwTucdCBfD6OkQgDskkeIN0oYIyf_lL-7Y/edit?usp=drivesdk,0124 - 【寶可夢卡牌】 TOP5 版本最強的5套上分牌組.docx,ok,
125,【魔物獵人】荒野的狩獵笛，最優雅的武器,1TrzASbI4L-TxReai2puTkoAU3nzij0KL81ISkswY2ow,2024-11-02T02:02:13.860Z,https://docs.google.com/document/d/1TrzASbI4L-TxReai2puTkoAU3nzij0KL81ISkswY2ow/edit?usp=drivesdk,0125 - 【魔物獵人】荒野的狩獵笛，最優雅的武器.docx,ok,
126,【魔物獵人】,1AzR9kA7vd4ggxDohq853_EUhCI0AUd6sC2FHy9gUMe0,2024-11-02T00:37:12.347Z,https://docs.google.com/document/d/1AzR9kA7vd4ggxDohq853_EUhCI0AUd6sC2FHy9gUMe0/edit?usp=drivesdk,0126 - 【魔物獵人】.docx,ok,
127,【魔物獵人】荒野的盾斧,1lEiHauIKNJiRSY--Y4JuZXgaHxWIiwjS14_5vqDKxPI,2024-11-01T02:18:50.444Z,https://docs.google.com/document/d/1lEiHauIKNJiRSY--Y4JuZXgaHxWIiwjS14_5vqDKxPI/edit?usp=drivesdk,0127 - 【魔物獵人】荒野的盾斧.docx,ok,
128,【魔物獵人】荒野的弓逆天加強 射出去的不是箭矢，是追蹤導彈,1zziLNB6Pv71lXV_lmZl3Hx2XdluByeheyg89V2OeHk0,2024-10-30T16:41:45.121Z,https://docs.google.com/document/d/1zziLNB6Pv71lXV_lmZl3Hx2XdluByeheyg89V2OeHk0/edit?usp=drivesdk,0128 - 【魔物獵人】荒野的弓逆天加強 射出去的不是箭矢，是追蹤導彈.docx,ok,
129,【超級瑪利歐派對空前盛會】盤點10款最好玩的小遊戲，這幾個,1bB9DcIOSfGbEsnAp6p-ERMIwSBVT5uHOGSoK0vbuCPg,2024-10-24T00:49:30.678Z,https://docs.google.com/document/d/1bB9DcIOSfGbEsnAp6p-ERMIwSBVT5uHOGSoK0vbuCPg/edit?usp=drivesdk,0129 - 【超級瑪利歐派對空前盛會】盤點10款最好玩的小遊戲，這幾個.docx,ok,
130,【暗喻幻想】如何取得最強畢業武器和「末日史書」?  一招9999秒殺所有敵人，後期最高效率刷經驗地點分享!,1az98XBNuRywybp3TUUEM9TgTXkqTInSiLqyJhMubaNw,2024-10-23T01:20:03.812Z,https://docs.google.com/document/d/1az98XBNuRywybp3TUUEM9TgTXkqTInSiLqyJhMubaNw/edit?usp=drivesdk,0130 - 【暗喻幻想】如何取得最強畢業武器和「末日史書」_ 一招9999秒殺所有敵人，後期最高效率刷經驗地點分享!.docx,ok,
131,8bitdo,1I-D4am_1UIxZ6V_m6F3rittyJW7cvzIgJX9dvnoXD00,2024-10-18T08:24:02.392Z,https://docs.google.com/document/d/1I-D4am_1UIxZ6V_m6F3rittyJW7cvzIgJX9dvnoXD00/edit?usp=drivesdk,0131 - 8bitdo.docx,ok,
132,【暗喻幻想】無限竊取💰 偷一次就賺18000，中後期高效率刷錢地點,1bdKE497a8zwF5Aw7QbSJ6DonzeErEQMS78iABe1Uasc,2024-10-17T19:20:25.990Z,https://docs.google.com/document/d/1bdKE497a8zwF5Aw7QbSJ6DonzeErEQMS78iABe1Uasc/edit?usp=drivesdk,0132 - 【暗喻幻想】無限竊取💰 偷一次就賺18000，中後期高效率刷錢地點.docx,ok,
133,【暗喻幻想】9/16關鍵選擇。,19Rv8wQkvP40BJ84AEPzOBUhS5lGsQBZ4vBQOKzcukd8,2024-10-16T19:26:56.166Z,https://docs.google.com/document/d/19Rv8wQkvP40BJ84AEPzOBUhS5lGsQBZ4vBQOKzcukd8/edit?usp=drivesdk,0133 - 【暗喻幻想】9_16關鍵選擇。.docx,ok,
134,【暗喻幻想】中期必拿最強裝備，拿好拿滿人手一個《暗喻幻想：ReFantazio》,1ksOIQ8MaZM9cRI9d_t6LYlOZDRiA6JOt9McT1wngcNM,2024-10-14T13:22:15.249Z,https://docs.google.com/document/d/1ksOIQ8MaZM9cRI9d_t6LYlOZDRiA6JOt9McT1wngcNM/edit?usp=drivesdk,0134 - 【暗喻幻想】中期必拿最強裝備，拿好拿滿人手一個《暗喻幻想：ReFantazio》.docx,ok,
135,【暗喻幻想】打寶箱怪前必看,1VmiPbmWp2QS5uOgIJT6xQjy4MzuZXHoW8T1_y_GNPAM,2024-10-13T11:24:36.670Z,https://docs.google.com/document/d/1VmiPbmWp2QS5uOgIJT6xQjy4MzuZXHoW8T1_y_GNPAM/edit?usp=drivesdk,0135 - 【暗喻幻想】打寶箱怪前必看.docx,ok,
136,【暗喻幻想】新手開局必看攻略🪄 學會這10個實用技巧 ,1w-nWiOr63GrMDERbco8pI-XecDADs0Kk1LKrAgr6N-M,2024-10-12T19:43:34.738Z,https://docs.google.com/document/d/1w-nWiOr63GrMDERbco8pI-XecDADs0Kk1LKrAgr6N-M/edit?usp=drivesdk,0136 - 【暗喻幻想】新手開局必看攻略🪄 學會這10個實用技巧.docx,ok,
137,【暗喻幻想】掛機刷錢《暗喻幻想：ReFantazio》,1s9b_3gA8qLTHKNzLx7gEDziEBalSzw3Tjkqtv4Tv8O0,2024-10-11T11:26:07.699Z,https://docs.google.com/document/d/1s9b_3gA8qLTHKNzLx7gEDziEBalSzw3Tjkqtv4Tv8O0/edit?usp=drivesdk,0137 - 【暗喻幻想】掛機刷錢《暗喻幻想：ReFantazio》.docx,ok,
138,【暗喻幻想】94分！《暗喻幻想：ReFantazio》,1ap4_mg5oGPaxsHwqO7t7B_rflaE8wdcKPnlwvCYmGS0,2024-10-09T16:17:07.408Z,https://docs.google.com/document/d/1ap4_mg5oGPaxsHwqO7t7B_rflaE8wdcKPnlwvCYmGS0/edit?usp=drivesdk,0138 - 【暗喻幻想】94分！《暗喻幻想：ReFantazio》.docx,ok,
